Product,ProductType,IH,CH,NT,PrecioAComprar
"Hoyo La Amistad Dark Sumatra Media Noche 5""3/4 * 54",Box of 25,,,136.95,78.0
"Hoyo La Amistad Dark Sumatra Media Noche 5""3/4 * 54",Single,,,7.85,5.0
"Hoyo La Amistad Dark Sumatra Noche 6""1/2 * 52",Box of 25,,,138.95,79.0
"Hoyo La Amistad Dark Sumatra Noche 6""1/2 * 52",Single,,,7.95,5.0
"Hoyo La Amistad Silver Churchill 6""7/8 * 48",Box of 20,,,102.95,59.0
"Hoyo La Amistad Silver Pancho 5""1/2 * 52",Box of 20,,,96.95,55.0
"Hoyo La Amistad Silver Pancho 5""1/2 * 52",Single,,,6.8,4.0
"HR Signature A 9""1/4 * 47",Box of 2,,,40.95,24.0
"HR Signature Belicoso 5""1/2 * 52",Box of 20,,,233.95,133.0
"HR Signature Corona 5"" * 42",Box of 16,,,155.52,89.0
"HR Signature Hermoso 5""1/2 * 48",Box of 20,,,221.95,126.0
"HR Signature Sublime 6""1/2 * 54",Box of 20,,,256.95,146.0
"HR Signature Toro 6"" * 52",Box of 20,,,244.95,139.0
"HVC 10th Anniversary Toro 6""1/2 * 50",Box of 10,,,150.0,86.0
"HVC 10th Anniversary Toro 6""1/2 * 50",Single,,,15.0,9.0
"HVC 500 Years Anniversary Limited Edition 5""7/8 * 52",Box of 15,,,143.95,82.0
"HVC 500 Years Anniversary Limited Edition 5""7/8 * 52",Single,,,10.45,6.0
"HVC 500 Years Anniversary Limited Edition Selectos 5""5/8 * 46",Box of 15,,,140.95,80.0
"HVC 500 Years Anniversary Limited Edition Selectos 5""5/8 * 46",Single,,,10.0,6.0
"HVC Black Friday 2021 Short Toro 4""3/8 * 54",Box of 50,,,427.5,243.0
"HVC Black Friday 2021 Short Toro 4""3/8 * 54",Single,,,9.5,6.0
"HVC Cerro Maduro Robusto 5"" * 50",Box of 20,,,147.95,84.0
"HVC Cerro Maduro Robusto 5"" * 50",Single,,,7.95,5.0
"HVC Cerro Maduro Robusto Gordo 5""1/2 * 58",Box of 20,,,167.95,96.0
"HVC Cerro Maduro Robusto Gordo 5""1/2 * 58",Single,,,9.75,6.0
"HVC Cerro Maduro Sabrositos 4""1/2 * 46",Box of 20,,,138.95,79.0
"HVC Cerro Maduro Toro 6"" * 54",Box of 20,,,152.95,87.0
"HVC Cerro Natural Robusto 5"" * 50",Box of 20,,,147.95,84.0
"HVC Cerro Natural Robusto 5"" * 50",Single,,,7.65,5.0
"HVC Cerro Natural Robusto Gordo 5""1/2 * 58",Box of 20,,,168.95,96.0
"HVC Cerro Natural Sabrositos 4""1/2 * 46",Box of 20,,,138.95,79.0
"HVC Cerro Natural Toro 6"" * 54",Box of 20,,,152.95,87.0
"HVC Cerro Natural Toro 6"" * 54",Single,,,8.55,5.0
"HVC Edicion Especial 2015 Corona 5"" * 46",Box of 50,,,331.95,189.0
"HVC Edicion Especial 2015 Corona 5"" * 46",Single,,,6.7,4.0
"HVC Edicion Especial 2015 Toro 6"" * 52",Box of 20,,,159.95,91.0
"HVC Edicion Especial 2015 Toro 6"" * 52",Single,,,8.55,5.0
"HVC Edicion Especial 2015 Toro Gordo 6"" * 56",Box of 20,,,167.95,96.0
"HVC Edicion Especial 2015 Toro Gordo 6"" * 56",Single,,,9.45,6.0
"HVC Edicion Especial 2018 Corona 5"" * 46",Box of 50,,,331.95,189.0
"HVC Edicion Especial 2018 Toro 6"" * 52",Box of 20,,,161.95,92.0
"HVC Edicion Especial 2018 Toro Gordo 6"" * 56",Box of 20,,,167.95,96.0
"HVC First Selection Broadleaf 2018 Short Robusto 4""1/2 * 52",Single,,,9.05,6.0
"HVC First Selection Broadleaf 2018 Toro 6"" * 52",Box of 20,,,206.95,118.0
"HVC First Selection Broadleaf 2018 Toro 6"" * 52",Single,,,10.95,7.0
"HVC Hot Cake Corona Gorda 5""5/8 * 46",Box of 25,,,174.95,100.0
"HVC Hot Cake Corona Gorda 5""5/8 * 46",Single,,,7.05,5.0
"HVC Hot Cake Laguito No. 4 4""1/2 * 52",Box of 25,,,189.95,108.0
"HVC Hot Cake Laguito No. 4 4""1/2 * 52",Single,,,7.65,5.0
"HVC Hot Cake Laguito No. 5 6"" * 54",Box of 25,,,214.95,122.0
"HVC Hot Cake Laguito No. 5 6"" * 54",Single,,,8.65,5.0
"HVC La Rosa Maduro Exquisitos 5""3/4 * 46",Box of 20,,,180.0,103.0
"HVC La Rosa Maduro Exquisitos 5""3/4 * 46",Single,,,9.5,6.0
"HVC Pan Caliente Double Corona 5""5/8 * 46",Box of 25,,,139.95,80.0
"HVC Pan Caliente Robusto 5"" * 50",Box of 25,,,143.95,82.0
"HVC Pan Caliente Toro 6""1/4 * 52",Box of 25,,,172.95,99.0
"HVC San Isidro Divinos 6""1/4 * 48",Box of 20,,,178.95,102.0
"HVC San Isidro Geniales 6"" * 52",Box of 20,,,192.95,110.0
"HVC San Isidro Hermoso 4""1/4 * 54",Box of 20,,,163.95,93.0
"HVC Serie A Canones 5""1/2 * 54",Box of 10,,,84.95,49.0
"HVC Serie A Perlas 5""5/8 * 46",Box of 10,,,74.95,43.0
"HVC Vieja Cosecha #2 Limited Edition 6""1/2 * 56",Box of 20,,,186.95,106.0
"HVC Vieja Cosecha #2 Limited Edition 6""1/2 * 56",Single,,,10.45,6.0
"Ilegal Connecticut Gordo 6"" * 60",Box of 20,,,197.95,113.0
"Ilegal San Andres Toro 6"" * 50",Box of 20,,,197.95,113.0
"Ilegal San Andres Toro 6"" * 50",Single,,,10.4,6.0
"Illusione ""G"" Gigantes 6""1/2 * 56",Box of 50,,,393.95,224.0
"Illusione ""G"" Gigantes 6""1/2 * 56",Single,,,8.4,5.0
"Illusione 2 Belicoso  5""1/4 * 52",Box of 25,,,233.95,133.0
"Illusione 2 Belicoso  5""1/4 * 52",Single,,,9.6,6.0
"Illusione 88 Robusto 5"" * 52",Box of 25,,,215.95,123.0
"Illusione 88 Robusto 5"" * 52",Single,,,8.85,6.0
"Illusione cg:4 Corona Gorda 5""5/8 * 46",Box of 25,,,220.95,126.0
"Illusione cg:4 Corona Gorda 5""5/8 * 46",Single,,,9.0,6.0
"Illusione f9 Lonsdale 6""1/4 * 44",Box of 25,,,232.95,133.0
"Illusione mj12 Toro Gordo 6"" * 56",Box of 20,,,198.95,113.0
"Illusione mj12 Toro Gordo 6"" * 56",Single,,,10.15,6.0
"Illusione mk Corona 5""1/8 * 42",Box of 25,,,201.95,115.0
"Illusione mk Corona 5""1/8 * 42",Single,,,8.3,5.0
"Illusione ""R"" Rothschilde 4""1/2 * 50",Box of 50,,,267.95,152.0
"Illusione ""R"" Rothschilde 4""1/2 * 50",Single,,,5.65,4.0
"Illusione Cruzado Churchill 6""3/4 * 48",Box of 20,,,215.95,123.0
"Illusione Cruzado Churchill 6""3/4 * 48",Single,,,11.4,7.0
"Illusione Cruzado Gordo 6"" * 56",Box of 20,,,205.95,117.0
"Illusione Cruzado Gordo 6"" * 56",Single,,,10.9,7.0
"Illusione Cruzado Robusto 5""1/4 * 50",Box of 20,,,196.0,112.0
"Illusione Cruzado Robusto 5""1/4 * 50",Single,,,9.8,6.0
"Illusione Cruzado Short Robusto 4""1/4 * 48",Box of 20,,,160.95,92.0
"Illusione Cruzado Short Robusto 4""1/4 * 48",Single,,,8.5,5.0
"Illusione Rothchilde CT 4""1/2 * 50",Box of 50,,,267.95,152.0
"Illusione Rothchilde CT 4""1/2 * 50",Single,,,5.65,4.0
"Illusione ECCJ Robusto Extra 5""1/2 * 50",Box of 15,,,158.95,91.0
"Illusione Epernay 10th Anniversary D'Aosta 6"" * 50",Box of 10,,,109.95,63.0
"Illusione Epernay 10th Anniversary D'Aosta 6"" * 50",Single,,,11.1,7.0
"Illusione Epernay La Vie 6""3/4 * 56",Box of 25,,,300.95,171.0
"Illusione Epernay La Vie 6""3/4 * 56",Single,,,12.2,7.0
"Illusione Epernay L'Alpiniste 6""3/4 * 56",Box of 25,,,300.95,171.0
"Illusione Epernay L'Alpiniste 6""3/4 * 56",Single,,,12.2,7.0
"Illusione Epernay Le Ferme 5""1/4 * 48",Box of 25,,,215.95,123.0
"Illusione Epernay Le Ferme 5""1/4 * 48",Single,,,8.85,6.0
"Illusione Epernay Le Grande 6"" * 46",Box of 25,,,224.95,128.0
"Illusione Epernay Le Matin 6""3/4 * 46",Box of 25,,,276.95,157.0
"Illusione Epernay Le Matin 6""3/4 * 46",Single,,,11.25,7.0
"Illusione Epernay Le Monde 6""1/4 * 52",Box of 25,,,255.95,146.0
"Illusione Epernay Le Monde 6""1/4 * 52",Single,,,10.45,6.0
"Illusione Epernay Le Taureau 5""1/2 * 56",Box of 25,,,276.95,157.0
"Illusione Epernay Le Taureau 5""1/2 * 56",Single,,,11.25,7.0
"Illusione Fume D'Amour Capistranos 6"" * 56",Box of 25,,,250.95,143.0
"Illusione Fume D'Amour Clementes 6""1/2 * 48",Box of 25,,,245.95,140.0
"Illusione Fume D'Amour Clementes 6""1/2 * 48",Single,,,10.0,6.0
"Illusione Fume D'Amour Lagunas 4""1/4 * 42",Box of 50,,,337.95,192.0
"Illusione Fume D'Amour Lagunas 4""1/4 * 42",Single,,,6.95,4.0
"Illusione Fume D'Amour Viejos 5"" * 50",Box of 25,,,202.95,116.0
"Illusione Fume D'Amour Viejos 5"" * 50",Single,,,8.3,5.0
"Illusione Haut 10 Churchill 6""3/4 * 48",Box of 12,,,205.95,117.0
"Illusione Haut 10 Churchill 6""3/4 * 48",Single,,,17.65,11.0
"Illusione Haut 10 Gordo 6"" * 56",Box of 12,,,195.95,112.0
"Illusione Haut 10 Toro 5""1/2 * 52",Box of 12,,,172.95,99.0
"Illusione Haut 10 Toro 5""1/2 * 52",Single,,,14.85,9.0
"Illusione Maduro cg:4 Corona Gorda 5""5/8 * 46",Box of 25,,,220.95,126.0
"Illusione Maduro mj12 Toro Gordo 6"" * 56",Box of 20,,,198.95,113.0
"Illusione Maduro mj12 Toro Gordo 6"" * 56",Single,,,10.15,6.0
"Illusione OneOff +53 Gordo 6"" * 56",Box of 10,,,323.95,184.0
"Illusione OneOff +53 Gordo 6"" * 56",Single,,,34.2,20.0
"Illusione OneOff +53 Robusto 5"" * 52",Box of 10,,,251.95,143.0
"Illusione OneOff +53 Robusto 5"" * 52",Single,,,26.6,16.0
"Illusione OneOff +53 Super Robusto 5""3/4 * 48",Box of 10,,,274.95,156.0
"Illusione OneOff +53 Super Robusto 5""3/4 * 48",Single,,,29.1,17.0
"Illusione OneOff Canonazo 6""1/8 * 52",Box of 10,,,156.95,89.0
"Illusione OneOff Canonazo 6""1/8 * 52",Single,,,16.65,10.0
"Illusione OneOff Cartuchos 3""7/8 * 52",Box of 10,,,111.95,64.0
"Illusione OneOff Corona 5""1/2 * 42",Box of 10,,,130.95,75.0
"Illusione OneOff Corona 5""1/2 * 42",Single,,,13.9,8.0
"Illusione OneOff Corona Gorda 5""3/8 * 46",Box of 10,,,138.95,79.0
"Illusione OneOff Corona Gorda 5""3/8 * 46",Single,,,14.75,9.0
"Illusione OneOff Julieta 7"" * 47",Box of 10,,,166.95,95.0
"Illusione OneOff Pyramides 6""1/8 * 52",Box of 10,,,156.95,89.0
"Illusione OneOff Robusto 4""7/8 * 50",Box of 10,,,138.95,79.0
"Illusione OneOff Robusto 4""7/8 * 50",Single,,,14.75,9.0
"Illusione PCA 2020 Exclusive 5""1/2 * 56",Pack of 10,,,88.95,51.0
"Illusione PIV Robusto 5"" * 52",Box of 10,,,149.5,85.0
"Illusione PIV Robusto 5"" * 52",Single,,,14.95,9.0
"Illusione Singulare Kadosh 4""1/4 * 48",Box of 30,,,237.95,135.0
"Illusione 2021 TAA Exclusive 6""1/4 * 54",Box of 10,,,149.95,86.0
"Illusione 2021 TAA Exclusive 6""1/4 * 54",Single,,,14.99,9.0
"Illusione Ultra OP. No 1 6""3/4 * 56",Box of 20,,,240.95,137.0
"Illusione Ultra OP. No 9 5""1/2 * 56",Box of 20,,,228.95,130.0
"Illusione Ultra OP. No 9 5""1/2 * 56",Single,,,11.65,7.0
"Indian Motorcycle Connecticut Shade Robusto 5"" * 50",Box of 20,,,125.95,72.0
"Indian Motorcycle Connecticut Shade Toro 6"" * 52",Box of 20,,,138.95,79.0
"Indian Motorcycle Habano Churchill 7""1/2 * 50",Box of 20,,,144.95,83.0
"Indian Motorcycle Habano Gordo 6"" * 58",Box of 20,,,155.95,89.0
"Indian Motorcycle Habano Robusto 5"" * 50",Box of 20,,,125.95,72.0
"Indian Motorcycle Habano Toro 6"" * 52",Box of 20,,,138.95,79.0
"Indian Motorcycle Maduro Churchill 7""1/2 * 50",Box of 20,,,144.95,83.0
"Indian Motorcycle Maduro Gordo 6"" * 58",Box of 20,,,155.95,89.0
"Indian Motorcycle Maduro Robusto 5"" * 50",Box of 20,,,125.95,72.0
"Indian Motorcycle Maduro Toro 6"" * 52",Box of 20,,,138.95,79.0
"Isla del Sol Maduro Breve 4"" * 32",Box of 50,,,53.95,31.0
"Isla del Sol Maduro Breve 4"" * 32",Tin of 10,,,12.4,8.0
"Isla del Sol Maduro Churchill 7"" * 50",Box of 10,,,47.95,28.0
"Isla del Sol Maduro Corona 5"" * 44",Box of 10,,,37.95,22.0
"Isla del Sol Maduro Corona 5"" * 44",Single,,,4.15,3.0
"Isla del Sol Maduro Robusto 5"" * 52",Box of 10,,,40.95,24.0
"Isla del Sol Maduro Robusto 5"" * 52",Single,,,4.5,3.0
"Isla del Sol Maduro Toro 6"" * 52",Box of 10,,,44.95,26.0
"Isla del Sol Maduro Toro 6"" * 52",Single,,,4.9,3.0
"Isla del Sol SunGrown Breve 4"" * 32",Box of 50,,,53.95,31.0
"Isla del Sol SunGrown Breve 4"" * 32",Tin of 10,,,12.4,8.0
"Isla del Sol SunGrown Churchill 7"" * 50",Box of 20,,,95.95,55.0
"Isla del Sol SunGrown Gordito 6"" * 60",Box of 16,,,81.95,47.0
"Isla del Sol SunGrown Gran Corona 5"" * 44",Box of 20,,,75.95,44.0
"Isla del Sol SunGrown Robusto 5"" * 52",Box of 20,,,81.95,47.0
"Isla del Sol SunGrown Toro 6"" * 52",Box of 20,,,88.95,51.0
"Island Jim #2 Torpedo 6""1/2 * 52",Box of 21,,,197.95,113.0
"Island Jim #2 Torpedo 6""1/2 * 52",Single,,,10.55,7.0
"Island Jim San Andres #2 Torpedo 6""1/2 * 52",Box of 21,,,197.95,113.0
"Island Jim San Andres #2 Torpedo 6""1/2 * 52",Single,,,10.55,7.0
"J.C. Newman Yagua Toro 6"" * 54",Box of 20,,,155.0,88.0
"J.C. Newman Yagua Toro 6"" * 54",Single,,,7.75,5.0
"Jaime Garcia Reserva Especial 10th Anniversary Limited Edition 2019 6""1/2 * 52",Box of 16,,,273.95,156.0
"Jaime Garcia Reserva Especial Limited Edition 2017 6""1/2 * 52",Box of 16,,,244.95,139.0
"Jaime Garcia Reserva Especial Limited Edition 2017 6""1/2 * 52",Single,,,16.15,10.0
"Jaime Garcia Reserva Especial Robusto 5""1/4 * 52",Box of 20,,,135.95,78.0
"Jaime Garcia Reserva Especial Robusto 5""1/4 * 52",Single,,,7.25,5.0
"Jaime Garcia Reserva Especial Super Gordo 5""3/4 * 66",Box of 20,,,184.95,105.0
"Jaime Garcia Reserva Especial Super Gordo 5""3/4 * 66",Single,,,9.8,6.0
"Jaime Garcia Reserva Especial Toro Gordo 6"" * 60",Box of 20,,,173.95,99.0
"Jaime Garcia Reserva Especial Toro Gordo 6"" * 60",Single,,,9.25,6.0
"Java Latte Corona 5"" * 42",Box of 24,,,203.04,116.0
"Java Latte Corona 5"" * 42",Single,,,8.95,6.0
"Java Latte Robusto 5""1/2 * 50",Box of 24,,,224.64,128.0
"Java Latte Robusto 5""1/2 * 50",Single,,,9.9,6.0
"Java Latte The 58 5"" * 58",Box of 24,,,258.12,147.0
"Java Latte The 58 5"" * 58",Single,,,11.35,7.0
"Java Latte Toro 6"" * 50",Box of 24,,,238.68,136.0
"Java Latte Toro 6"" * 50",Single,,,10.5,6.0
"Java Maduro Robusto 5""1/2 * 50",Box of 24,,,224.64,128.0
"Java Maduro Robusto 5""1/2 * 50",Single,,,9.9,6.0
"Java Maduro The 58 5"" * 58",Box of 24,,,258.12,147.0
"Java Maduro The 58 5"" * 58",Single,,,11.35,7.0
"Java Maduro Toro 6"" * 50",Box of 24,,,238.68,136.0
"Java Maduro Toro 6"" * 50",Single,,,10.5,6.0
"Java Maduro Xpress 4"" * 32",Box of 50,,,121.73,70.0
"Java Maduro Xpress 4"" * 32",Tin of 10,,,25.7,15.0
"Java Mint Robusto 5""1/2 * 50",Box of 24,,,224.64,128.0
"Java Mint Robusto 5""1/2 * 50",Single,,,9.9,6.0
"Java Mint The 58 5"" * 58",Box of 24,,,258.12,147.0
"Java Mint The 58 5"" * 58",Single,,,11.35,7.0
"Java Mint Toro 6"" * 50",Box of 24,,,238.68,136.0
"Java Mint Toro 6"" * 50",Single,,,10.5,6.0
"Java Mint Xpress 4"" * 32",Box of 50,,,121.73,70.0
"Java Mint Xpress 4"" * 32",Tin of 10,,,25.7,15.0
"Java Red Corona 5"" * 42",Box of 24,,,203.04,116.0
"Java Red Corona 5"" * 42",Single,,,8.95,6.0
"Java Red Petite Corona 4""1/2 * 38",Box of 40,,,288.0,164.0
"Java Red Petite Corona 4""1/2 * 38",Single,,,7.6,5.0
"Java Red Toro 6"" * 50",Box of 24,,,238.68,136.0
"JFR Corojo Robusto 5""1/2 * 50",Box of 50,,,273.95,156.0
"JFR Corojo Super Toro 6""1/2 * 52",Box of 50,,,287.95,164.0
"JFR Lunatic Habano Belicoso 8"" * 80",Box of 24,,,198.95,113.0
"JFR Lunatic Habano Belicoso 8"" * 80",Single,,,9.45,6.0
"JFR Lunatic Habano El Chiquito 4""3/4 * 70",Box of 28,,,180.95,103.0
"JFR Lunatic Habano El Chiquito 4""3/4 * 70",Single,,,7.65,5.0
"JFR Lunatic Habano Hombre Libre 6"" * 54",Box of 28,,,199.95,114.0
"JFR Lunatic Habano Hombre Libre 6"" * 54",Single,,,7.45,5.0
"JFR Lunatic Habano Short Robusto 4""3/4 * 52",Box of 28,,,158.95,91.0
"JFR Lunatic Habano Short Robusto 4""3/4 * 52",Single,,,6.3,4.0
"JFR Lunatic Habano Short Titan 4""3/4 * 60",Box of 28,,,165.95,95.0
"JFR Lunatic Loco El Gran Loco 5""1/2 * 80",Box of 10,,,94.95,54.0
"JFR Lunatic Loco El Gran Loco 5""1/2 * 80",Single,,,10.4,6.0
"JFR Lunatic Loco El Loco 4""3/4 * 70",Box of 10,,,91.95,53.0
"JFR Lunatic Loco El Loco 4""3/4 * 70",Single,,,9.9,6.0
"JFR Lunatic Loco Loquito 4""3/4 * 60",Box of 10,,,83.95,48.0
"JFR Lunatic Loco Loquito 4""3/4 * 60",Single,,,9.0,6.0
"JFR Lunatic Maduro Belicoso 8"" * 80",Box of 24,,,202.95,116.0
"JFR Lunatic Maduro Belicoso 8"" * 80",Single,,,9.45,6.0
"JFR Lunatic Maduro El Chiquito 4""3/4 * 70",Box of 28,,,189.95,108.0
"JFR Lunatic Maduro El Chiquito 4""3/4 * 70",Single,,,7.65,5.0
"JFR Lunatic Maduro El Grande 5""1/2 * 80",Box of 28,,,227.95,130.0
"JFR Lunatic Maduro El Grande 5""1/2 * 80",Single,,,8.55,5.0
"JFR Lunatic Maduro Jackhammer 8"" * 60",Box of 35,,,299.95,170.0
"JFR Lunatic Maduro Jackhammer 8"" * 60",Single,,,9.0,6.0
"JFR Lunatic Maduro Short Robusto 4""3/4 * 52",Box of 28,,,153.95,88.0
"JFR Lunatic Maduro Short Robusto 4""3/4 * 52",Single,,,6.3,4.0
"JFR Lunatic Maduro Short Titan 4""3/4 * 60",Box of 28,,,168.95,96.0
"JFR Lunatic Maduro Short Titan 4""3/4 * 60",Single,,,6.75,4.0
"JFR Lunatic Torch Dreamlands 6""1/2 * 60",Box of 10,,,93.95,54.0
"JFR Lunatic Torch Dreamlands 6""1/2 * 60",Single,,,9.9,6.0
"JFR Lunatic Torch Mad Folk 4""3/4 * 70",Box of 10,,,93.95,54.0
"JFR Lunatic Torch Mad Folk 4""3/4 * 70",Single,,,9.9,6.0
"JFR Lunatic Torch Visionaries 6""1/2 * 52",Box of 10,,,88.95,51.0
"JFR Lunatic Torch Visionaries 6""1/2 * 52",Single,,,9.45,6.0
"JFR Maduro Super Toro 6""1/2 * 52",Box of 50,,,261.95,149.0
"JFR XT Maduro 770 7"" * 70",Box of 24,,,202.95,116.0
"JFR XT Maduro 770 7"" * 70",Single,,,9.0,6.0
"Joya Black Doble Robusto 5"" * 56",Box of 20,,,130.95,75.0
"Joya Black Nocturno 6""1/4 * 46",Box of 20,,,106.95,61.0
"Joya Black Nocturno 6""1/4 * 46",Single,,,5.85,4.0
"Joya Black Robusto 5""1/4 * 50",Box of 20,,,118.95,68.0
"Joya Black Robusto 5""1/4 * 50",Single,,,6.55,4.0
"Joya Black Tin 4"" * 32",Box of 50,,,40.95,24.0
"Joya Black Tin 4"" * 32",Tin of 10,,,8.95,6.0
"Joya Black Toro 6"" * 52",Box of 20,,,130.95,75.0
"Joya Black Toro 6"" * 52",Single,,,7.15,5.0
"Joya de Nicaragua Antano 1970 Belicoso 6"" * 54",Box of 20,,,158.95,91.0
"Joya de Nicaragua Antano 1970 Belicoso 6"" * 54",Single,,,8.7,5.0
"Joya de Nicaragua Antano 1970 Big Bull 7"" * 60",Box of 20,,,176.95,101.0
"Joya de Nicaragua Antano 1970 Big Bull 7"" * 60",Single,,,9.7,6.0
"Joya de Nicaragua Antano 1970 Churchill 6""7/8 * 48",Box of 20,,,159.95,91.0
"Joya de Nicaragua Antano 1970 Churchill 6""7/8 * 48",Single,,,8.8,6.0
"Joya de Nicaragua Antano 1970 Gran Consul 4""3/4 * 60",Box of 20,,,143.95,82.0
"Joya de Nicaragua Antano 1970 Gran Consul 4""3/4 * 60",Single,,,7.9,5.0
"Joya de Nicaragua Antano 1970 Gran Perfecto 6"" * 60",Box of 20,,,188.95,108.0
"Joya de Nicaragua Antano 1970 Gran Perfecto 6"" * 60",Single,,,10.35,6.0
"Joya de Nicaragua Antano 1970 Machito 4""3/4 * 42",Box of 20,,,91.95,53.0
"Joya de Nicaragua Antano 1970 Machito 4""3/4 * 42",Single,,,5.0,3.0
"Joya de Nicaragua Antano 1970 Robusto Grande 5""1/2 * 52",Box of 20,,,139.95,80.0
"Joya de Nicaragua Antano 1970 Robusto Grande 5""1/2 * 52",Single,,,7.65,5.0
"Joya de Nicaragua Antano 1970 Shut The Box Gran Consul 4""3/4 * 60",Box of 20,,,152.95,87.0
"Joya de Nicaragua Antano 1970 Shut The Box Robusto Grande 5""1/2 * 52",Box of 20,,,143.95,82.0
"Joya de Nicaragua Antano CT Belicoso 6"" * 54",Box of 20,,,158.95,91.0
"Joya de Nicaragua Antano CT Belicoso 6"" * 54",Single,,,8.7,5.0
"Joya de Nicaragua Antano CT Corona Gorda 5""1/4 * 46",Box of 20,,,123.95,71.0
"Joya de Nicaragua Antano CT Corona Gorda 5""1/4 * 46",Single,,,6.75,4.0
"Joya de Nicaragua Antano CT Robusto 5"" * 52",Box of 20,,,139.95,80.0
"Joya de Nicaragua Antano CT Robusto 5"" * 52",Single,,,7.65,5.0
"Joya de Nicaragua Antano CT Toro 6"" * 50",Box of 20,,,155.95,89.0
"Joya de Nicaragua Antano CT Toro 6"" * 50",Single,,,8.55,5.0
"Joya de Nicaragua Antano Dark Corojo Azarosa 4""1/2 * 52",Box of 20,,,118.95,68.0
"Joya de Nicaragua Antano Dark Corojo Azarosa 4""1/2 * 52",Single,,,6.55,4.0
"Joya de Nicaragua Antano Dark Corojo El Martillo 5""1/2 * 54",Box of 20,,,139.95,80.0
"Joya de Nicaragua Antano Dark Corojo El Martillo 5""1/2 * 54",Single,,,7.65,5.0
"Joya de Nicaragua Antano Dark Corojo Poderoso 6"" * 54",Box of 20,,,163.95,93.0
"Joya de Nicaragua Antano Gran Reserva Belicoso 6"" * 54",Box of 20,,,186.95,106.0
"Joya de Nicaragua Antano Gran Reserva Belicoso 6"" * 54",Single,,,10.3,6.0
"Joya de Nicaragua Antano Gran Reserva Gran Consul 4""3/4 * 60",Box of 20,,,176.95,101.0
"Joya de Nicaragua Antano Gran Reserva Gran Consul 4""3/4 * 60",Single,,,9.7,6.0
"Joya de Nicaragua Antano Gran Reserva GT20 6"" * 52",Box of 20,,,190.0,108.0
"Joya de Nicaragua Antano Gran Reserva GT20 6"" * 52",Single,,,9.5,6.0
"Joya de Nicaragua Antano Gran Reserva Robusto Grande 5""1/2 * 52",Box of 20,,,163.95,93.0
"Joya de Nicaragua Antano Gran Reserva Robusto Grande 5""1/2 * 52",Single,,,8.95,6.0
"Joya de Nicaragua Antano Gran Reserva TAA Presidente 6""3/4 * 50",Box of 20,,,212.95,121.0
"Joya de Nicaragua Antano Gran Reserva TAA Presidente 6""3/4 * 50",Single,,,11.25,7.0
"Joya de Nicaragua Cabinetta No. 11 Corona Gorda 5""1/4 * 46",Box of 20,,,106.95,61.0
"Joya de Nicaragua Cabinetta No. 11 Corona Gorda 5""1/4 * 46",Single,,,5.85,4.0
"Joya de Nicaragua Cabinetta Robusto 5"" * 50",Box of 20,,,118.95,68.0
"Joya de Nicaragua Cabinetta Robusto 5"" * 50",Single,,,6.55,4.0
"Joya de Nicaragua Cabinetta Toro 6"" * 52",Box of 20,,,130.95,75.0
"Joya de Nicaragua Cabinetta Toro 6"" * 52",Single,,,7.15,5.0
"Joya de Nicaragua Cinco Decadas Diadema 6"" * 54",Box of 10,,,193.95,110.0
"Joya de Nicaragua Cinco Decadas Diadema 6"" * 54",Single,,,20.4,12.0
"Joya de Nicaragua Cinco Decadas El Doctor 6"" * 52",Box of 10,,,190.95,109.0
"Joya de Nicaragua Cinco Decadas El Doctor 6"" * 52",Single,,,20.0,12.0
"Joya de Nicaragua Cinco Decadas El General 7"" * 50",Box of 10,,,185.95,106.0
"Joya de Nicaragua Cinco Decadas El General 7"" * 50",Single,,,19.5,12.0
"Joya de Nicaragua Cinco Decadas Fundador 6"" * 54",Box of 10,,,193.95,110.0
"Joya de Nicaragua Cinco Decadas Fundador 6"" * 54",Single,,,20.4,12.0
"Joya de Nicaragua Cuatro Cinco Doble Robusto 5"" * 56",Box of 10,,,89.95,52.0
"Joya de Nicaragua Cuatro Cinco Doble Robusto 5"" * 56",Single,,,9.85,6.0
"Joya de Nicaragua Cuatro Cinco Edicion Americana TAA Exclusive 6"" * 54",Box of 10,,,130.0,74.0
"Joya de Nicaragua Cuatro Cinco Edicion Americana TAA Exclusive 6"" * 54",Single,,,13.0,8.0
"Joya de Nicaragua Cuatro Cinco Petit Corona 4""1/2 * 46",Box of 10,,,67.95,39.0
"Joya de Nicaragua Cuatro Cinco Toro 6""1/4 * 50",Box of 10,,,97.95,56.0
"Joya de Nicaragua Cuatro Cinco Toro 6""1/4 * 50",Single,,,10.75,7.0
"Joya de Nicaragua Cuatro Cinco Torpedo 6"" * 52",Box of 10,,,106.95,61.0
"Joya de Nicaragua Cuatro Cinco Torpedo 6"" * 52",Single,,,11.65,7.0
"Joya de Nicaragua Numero Uno L'ambassadeur 6""5/8 * 44",Box of 25,,,374.95,213.0
"Joya de Nicaragua Numero Uno L'ambassadeur 6""5/8 * 44",Single,,,15.75,9.0
"Joya de Nicaragua Numero Uno L'Attache 5""1/2 * 42",Box of 25,,,320.95,182.0
"Joya de Nicaragua Numero Uno L'Attache 5""1/2 * 42",Single,,,13.5,8.0
"Joya de Nicaragua Numero Uno Le Premier 6""7/8 * 48",Box of 25,,,402.95,229.0
"Joya de Nicaragua Numero Uno Le Premier 6""7/8 * 48",Single,,,16.95,10.0
